id	source	capability	reference_derived_from_direct	coverage_tier	scope_reason	nvrtc-o3_classification	nvrtc-o3_elapsed_ms	nvrtc-o3_shape	nvrtc-o3_cluster	nvrtc-o3_producer	nvrtc-o3_diagnostic	nvvm-o0_classification	nvvm-o0_elapsed_ms	nvvm-o0_shape	nvvm-o0_cluster	nvvm-o0_producer	nvvm-o0_diagnostic	nvvm-o3_classification	nvvm-o3_elapsed_ms	nvvm-o3_shape	nvvm-o3_cluster	nvvm-o3_producer	nvvm-o3_diagnostic	evidence_status
bugs/empty-switch.slang#cuda-1	bugs/empty-switch.slang	cuda_sm_7_0	False	mvp		correct	6136					correct	5990					correct	5975					complete
bugs/frexp-double.slang#cuda-1	bugs/frexp-double.slang	cuda_sm_7_0	False	mvp		correct	6394					correct	6025					correct	5487					complete
bugs/frexp.slang#cuda-1	bugs/frexp.slang	cuda_sm_7_0	False	mvp		correct	6256					correct	6009					correct	5945					complete
bugs/gh-11627-flag-enum-compound-assign.slang#cuda-1	bugs/gh-11627-flag-enum-compound-assign.slang	cuda_sm_7_0	False	mvp		correct	6199					correct	5125					correct	5397					complete
bugs/gh-3637.slang#cuda-1	bugs/gh-3637.slang	cuda_sm_7_0	False	mvp		correct	5369					correct	5614					correct	5133					complete
bugs/gh-3980.slang#cuda-1	bugs/gh-3980.slang	cuda_sm_7_0	False	mvp		correct	6034					correct	5218					correct	6031					complete
bugs/gh-4533.slang#cuda-1	bugs/gh-4533.slang	cuda_sm_7_0	False	mvp		correct	6138					preflight	5826	LoadFromUninitializedMemory	residual-target-marker-or-undefined-value	named upstream IR producer -> _validateNVVMFunction default rejection	direct NVVM lowering does not support Slang IR instruction or shape 'LoadFromUninitializedMemory'	preflight	5469	LoadFromUninitializedMemory	residual-target-marker-or-undefined-value	named upstream IR producer -> _validateNVVMFunction default rejection	direct NVVM lowering does not support Slang IR instruction or shape 'LoadFromUninitializedMemory'	complete
bugs/gh-5776.slang#cuda-1	bugs/gh-5776.slang	cuda_sm_7_0	False	mvp		correct	6363					preflight	5806	helper function parameter	helper-abi-type-contract	post-specialization linked IRFunc signature -> _validateNVVMHelperTarget	direct NVVM lowering does not support Slang IR instruction or shape 'helper function parameter: WrappedBuffer'	preflight	5667	helper function parameter	helper-abi-type-contract	post-specialization linked IRFunc signature -> _validateNVVMHelperTarget	direct NVVM lowering does not support Slang IR instruction or shape 'helper function parameter: WrappedBuffer'	complete
bugs/gh-7441.slang#cuda-1	bugs/gh-7441.slang	cuda_sm_7_0	False	mvp		correct	4399					preflight	4247	structured-buffer element layout	aggregate-pointer-layout-transport	canonical linked aggregate/pointer IR -> _validateNVVMFunction	direct NVVM lowering does not support Slang IR instruction or shape 'structured-buffer element layout'	preflight	4379	structured-buffer element layout	aggregate-pointer-layout-transport	canonical linked aggregate/pointer IR -> _validateNVVMFunction	direct NVVM lowering does not support Slang IR instruction or shape 'structured-buffer element layout'	complete
bugs/gh-8121.slang#cuda-1	bugs/gh-8121.slang	cuda_sm_7_0	False	mvp		correct	4673					preflight	4266	struct field address	aggregate-pointer-layout-transport	canonical linked aggregate/pointer IR -> _validateNVVMFunction	direct NVVM lowering does not support Slang IR instruction or shape 'struct field address'	preflight	4488	struct field address	aggregate-pointer-layout-transport	canonical linked aggregate/pointer IR -> _validateNVVMFunction	direct NVVM lowering does not support Slang IR instruction or shape 'struct field address'	complete
bugs/gh-8185.slang#cuda-1	bugs/gh-8185.slang	cuda_sm_7_0	False	mvp		correct	5125					correct	4745					correct	5215					complete
