id	source	capability	reference_derived_from_direct	coverage_tier	scope_reason	nvrtc-o3_classification	nvrtc-o3_elapsed_ms	nvrtc-o3_shape	nvrtc-o3_cluster	nvrtc-o3_producer	nvrtc-o3_diagnostic	nvvm-o0_classification	nvvm-o0_elapsed_ms	nvvm-o0_shape	nvvm-o0_cluster	nvvm-o0_producer	nvvm-o0_diagnostic	nvvm-o3_classification	nvvm-o3_elapsed_ms	nvvm-o3_shape	nvvm-o3_cluster	nvvm-o3_producer	nvvm-o3_diagnostic	evidence_status
bugs/empty-switch.slang#cuda-1	bugs/empty-switch.slang	cuda_sm_7_0	False	mvp		correct	4666					correct	4190					correct	4473					complete
bugs/frexp-double.slang#cuda-1	bugs/frexp-double.slang	cuda_sm_7_0	False	mvp		correct	5152					correct	5067					correct	5234					complete
bugs/frexp.slang#cuda-1	bugs/frexp.slang	cuda_sm_7_0	False	mvp		correct	4909					correct	4645					correct	5123					complete
bugs/gh-11627-flag-enum-compound-assign.slang#cuda-1	bugs/gh-11627-flag-enum-compound-assign.slang	cuda_sm_7_0	False	mvp		correct	5067					correct	4943					correct	5221					complete
bugs/gh-3637.slang#cuda-1	bugs/gh-3637.slang	cuda_sm_7_0	False	mvp		correct	5128					correct	4950					correct	4782					complete
bugs/gh-3980.slang#cuda-1	bugs/gh-3980.slang	cuda_sm_7_0	False	mvp		correct	4197					correct	5078					correct	4874					complete
bugs/gh-4533.slang#cuda-1	bugs/gh-4533.slang	cuda_sm_7_0	False	mvp		correct	4955					correct	4386					correct	5143					complete
bugs/gh-5776.slang#cuda-1	bugs/gh-5776.slang	cuda_sm_7_0	False	mvp		correct	4626					preflight	4671	raw RWStructuredBuffer numeric element pointer	preflight-other	canonical linked IR -> _validateNVVMFunction	direct NVVM lowering does not support Slang IR instruction or shape 'raw RWStructuredBuffer numeric element pointer'	preflight	5137	raw RWStructuredBuffer numeric element pointer	preflight-other	canonical linked IR -> _validateNVVMFunction	direct NVVM lowering does not support Slang IR instruction or shape 'raw RWStructuredBuffer numeric element pointer'	complete
bugs/gh-7441.slang#cuda-1	bugs/gh-7441.slang	cuda_sm_7_0	False	mvp		correct	3862					correct	3807					correct	3796					complete
bugs/gh-8121.slang#cuda-1	bugs/gh-8121.slang	cuda_sm_7_0	False	mvp		correct	3959					correct	3845					correct	3953					complete
bugs/gh-8185.slang#cuda-1	bugs/gh-8185.slang	cuda_sm_7_0	False	mvp		correct	4188					correct	3967					correct	4160					complete
bugs/legalize-defuse-no-zero-init-non-var-primitive.slang#cuda-1	bugs/legalize-defuse-no-zero-init-non-var-primitive.slang	cuda_sm_7_0	False	mvp		correct	4163					correct	4143					correct	4350					complete
bugs/legalize-defuse-no-zero-init-non-var.slang#cuda-1	bugs/legalize-defuse-no-zero-init-non-var.slang	cuda_sm_7_0	False	mvp		correct	4300					correct	4379					correct	4487					complete
bugs/legalize-defuse-no-zero-init.slang#cuda-1	bugs/legalize-defuse-no-zero-init.slang	cuda_sm_7_0	False	mvp		correct	4237					correct	4268					correct	4428					complete
bugs/loop-optimize.slang#cuda-1	bugs/loop-optimize.slang	cuda_sm_7_0	False	mvp		correct	4383					correct	4369					correct	4553					complete
bugs/matrix-reshape.slang#cuda-1	bugs/matrix-reshape.slang	cuda_sm_7_0	False	mvp		correct	4371					correct	4378					correct	4507					complete
bugs/metal-return-value-lost.slang#cuda-1	bugs/metal-return-value-lost.slang	cuda_sm_7_0	False	mvp		correct	3839					correct	3706					correct	3932					complete
bugs/overload-ambiguous-1.slang#cuda-1	bugs/overload-ambiguous-1.slang	cuda_sm_7_0	False	mvp		correct	3875					correct	3768					correct	3758					complete
bugs/overload-ambiguous-2.slang#cuda-1	bugs/overload-ambiguous-2.slang	cuda_sm_7_0	False	mvp		correct	3830					correct	3671					correct	3773					complete
