id	source	capability	reference_derived_from_direct	coverage_tier	scope_reason	nvrtc-o3_classification	nvrtc-o3_elapsed_ms	nvrtc-o3_shape	nvrtc-o3_cluster	nvrtc-o3_producer	nvrtc-o3_diagnostic	nvvm-o0_classification	nvvm-o0_elapsed_ms	nvvm-o0_shape	nvvm-o0_cluster	nvvm-o0_producer	nvvm-o0_diagnostic	nvvm-o3_classification	nvvm-o3_elapsed_ms	nvvm-o3_shape	nvvm-o3_cluster	nvvm-o3_producer	nvvm-o3_diagnostic	evidence_status
bugs/empty-switch.slang#cuda-1	bugs/empty-switch.slang	cuda_sm_7_0	False	mvp		correct	6542					correct	6228					correct	6547					complete
bugs/frexp-double.slang#cuda-1	bugs/frexp-double.slang	cuda_sm_7_0	False	mvp		correct	6376					correct	6432					correct	6479					complete
bugs/frexp.slang#cuda-1	bugs/frexp.slang	cuda_sm_7_0	False	mvp		correct	6005					correct	6645					correct	6392					complete
bugs/gh-11627-flag-enum-compound-assign.slang#cuda-1	bugs/gh-11627-flag-enum-compound-assign.slang	cuda_sm_7_0	False	mvp		correct	6631					correct	5877					correct	6086					complete
bugs/gh-3637.slang#cuda-1	bugs/gh-3637.slang	cuda_sm_7_0	False	mvp		correct	5773					correct	6633					correct	6187					complete
bugs/gh-3980.slang#cuda-1	bugs/gh-3980.slang	cuda_sm_7_0	False	mvp		correct	6685					correct	6446					correct	6630					complete
bugs/gh-4533.slang#cuda-1	bugs/gh-4533.slang	cuda_sm_7_0	False	mvp		correct	6488					correct	6135					correct	6650					complete
bugs/gh-5776.slang#cuda-1	bugs/gh-5776.slang	cuda_sm_7_0	False	mvp		correct	6078					correct	6542					correct	5731					complete
bugs/gh-7441.slang#cuda-1	bugs/gh-7441.slang	cuda_sm_7_0	False	mvp		correct	5044					correct	4984					correct	5121					complete
bugs/gh-8121.slang#cuda-1	bugs/gh-8121.slang	cuda_sm_7_0	False	mvp		correct	5139					correct	5550					correct	5386					complete
bugs/gh-8185.slang#cuda-1	bugs/gh-8185.slang	cuda_sm_7_0	False	mvp		correct	5491					correct	5606					correct	5575					complete
bugs/legalize-defuse-no-zero-init-non-var-primitive.slang#cuda-1	bugs/legalize-defuse-no-zero-init-non-var-primitive.slang	cuda_sm_7_0	False	mvp		correct	5401					correct	5587					correct	5492					complete
bugs/legalize-defuse-no-zero-init-non-var.slang#cuda-1	bugs/legalize-defuse-no-zero-init-non-var.slang	cuda_sm_7_0	False	mvp		correct	5550					correct	5757					correct	5574					complete
bugs/legalize-defuse-no-zero-init.slang#cuda-1	bugs/legalize-defuse-no-zero-init.slang	cuda_sm_7_0	False	mvp		correct	5553					correct	5747					correct	5604					complete
bugs/loop-optimize.slang#cuda-1	bugs/loop-optimize.slang	cuda_sm_7_0	False	mvp		correct	5684					correct	5860					correct	5727					complete
bugs/matrix-reshape.slang#cuda-1	bugs/matrix-reshape.slang	cuda_sm_7_0	False	mvp		correct	5641					correct	5839					correct	5718					complete
bugs/metal-return-value-lost.slang#cuda-1	bugs/metal-return-value-lost.slang	cuda_sm_7_0	False	mvp		correct	4887					correct	4815					correct	4751					complete
bugs/overload-ambiguous-1.slang#cuda-1	bugs/overload-ambiguous-1.slang	cuda_sm_7_0	False	mvp		correct	5025					correct	5046					correct	5066					complete
bugs/overload-ambiguous-2.slang#cuda-1	bugs/overload-ambiguous-2.slang	cuda_sm_7_0	False	mvp		correct	5247					correct	5241					correct	5183					complete
bugs/overload-ambiguous.slang#cuda-1	bugs/overload-ambiguous.slang	cuda_sm_7_0	False	mvp		correct	5255					correct	5344					correct	5268					complete
bugs/string-inline.slang#cuda-1	bugs/string-inline.slang	cuda_sm_7_0	False	mvp		correct	5271					correct	5443					correct	5180					complete
compute/array-existential-parameter.slang#cuda-1	compute/array-existential-parameter.slang	cuda_sm_7_0	False	mvp		correct	5639					correct	5536					correct	5434					complete
compute/array-param.slang#cuda-1	compute/array-param.slang	cuda_sm_7_0	False	mvp		correct	5382					correct	5470					correct	5528					complete
compute/assoctype-nested-lookup.slang#cuda-1	compute/assoctype-nested-lookup.slang	cuda_sm_7_0	False	mvp		correct	5439					correct	5547					correct	5483					complete
compute/atomics-groupshared.slang#cuda-1	compute/atomics-groupshared.slang	cuda_sm_7_0	False	mvp		correct	5018					correct	5092					correct	5032					complete
compute/atomics.slang#cuda-1	compute/atomics.slang	cuda_sm_7_0	False	mvp		correct	4990					correct	4972					correct	4884					complete
compute/bitcast-64bit.slang#cuda-1	compute/bitcast-64bit.slang	cuda_sm_7_0	False	mvp		correct	5018					correct	4994					correct	4977					complete
compute/bound-check-zero-index.slang#cuda-1	compute/bound-check-zero-index.slang	cuda_sm_7_0	False	mvp		correct	5075					runtime-mismatch	5006		runtime-bounds-zero-index	compiled PTX executed by the CUDA compare-compute harness	slang-test expected/actual runtime result mismatch	runtime-mismatch	5122		runtime-bounds-zero-index	compiled PTX executed by the CUDA compare-compute harness	slang-test expected/actual runtime result mismatch	complete
compute/buffer-layout.slang#cuda-1	compute/buffer-layout.slang	cuda_sm_7_0	False	mvp		correct	5219					correct	5090					correct	5137					complete
compute/byte-address-buffer-64bit.slang#cuda-1	compute/byte-address-buffer-64bit.slang	cuda_sm_7_0	True	mvp		correct	5458					correct	6055					correct	5170					complete
compute/byte-address-buffer-aligned.slang#cuda-1	compute/byte-address-buffer-aligned.slang	cuda_sm_7_0	False	mvp		correct	5619					correct	5071					correct	5321					complete
